,buying,maint,doors,persons,lug_boot,safety,class,color
961,med,vhigh,5more,4,big,med,acc,1.6643807349286268
962,med,vhigh,5more,4,big,high,acc,1.2852494287250664
963,med,vhigh,5more,more,small,low,unacc,1.319503889996494
964,med,vhigh,5more,more,small,med,unacc,0.6240845931787065
965,med,vhigh,5more,more,small,high,acc,0.49449545819322616
966,med,vhigh,5more,more,med,low,unacc,2.431918290420076
967,med,vhigh,5more,more,med,med,acc,1.4864043492538257
968,med,vhigh,5more,more,med,high,acc,2.314685784142726
969,med,vhigh,5more,more,big,low,unacc,3.584979088735288
970,med,vhigh,5more,more,big,med,acc,0.3112027130992736
971,med,vhigh,5more,more,big,high,acc,2.3041192715189527
972,med,high,2,2,small,low,unacc,3.202490858863602
973,med,high,2,2,small,med,unacc,1.4239159497811356
974,med,high,2,2,small,high,unacc,0.6777917813627496
975,med,high,2,2,med,low,unacc,3.08526987929859
976,med,high,2,2,med,med,unacc,1.2209417696279843
977,med,high,2,2,med,high,unacc,0.14219616378536948
978,med,high,2,2,big,low,unacc,2.2614109884471745
979,med,high,2,2,big,med,unacc,1.9529339940678758
980,med,high,2,2,big,high,unacc,2.805141208617861
981,med,high,2,4,small,low,unacc,0.8159007236737694
982,med,high,2,4,small,med,unacc,1.3091344470135309
983,med,high,2,4,small,high,acc,1.8000224360316621
984,med,high,2,4,med,low,unacc,3.1358339907095685
985,med,high,2,4,med,med,unacc,3.9814040448364336
986,med,high,2,4,med,high,acc,1.1268113302083926
987,med,high,2,4,big,low,unacc,3.6019459396336866
988,med,high,2,4,big,med,acc,1.2884575721902864
989,med,high,2,4,big,high,acc,2.7579626010761658
990,med,high,2,more,small,low,unacc,3.745524572877697
991,med,high,2,more,small,med,unacc,0.6923750070472914
992,med,high,2,more,small,high,unacc,2.533122321064818
993,med,high,2,more,med,low,unacc,1.5303902797553937
994,med,high,2,more,med,med,unacc,2.5792512414319115
995,med,high,2,more,med,high,acc,2.7729393299605305
996,med,high,2,more,big,low,unacc,2.98442197046899
997,med,high,2,more,big,med,acc,3.7447227390769062
998,med,high,2,more,big,high,acc,2.737412218857548
999,med,high,3,2,small,low,unacc,1.5172020837182858
1000,med,high,3,2,small,med,unacc,3.533383933252259
1001,med,high,3,2,small,high,unacc,2.4090524771526707
1002,med,high,3,2,med,low,unacc,2.717654821235044
1003,med,high,3,2,med,med,unacc,1.768893375631838
1004,med,high,3,2,med,high,unacc,3.980246342195061
1005,med,high,3,2,big,low,unacc,3.8520687363683375
1006,med,high,3,2,big,med,unacc,2.3670305868365564
1007,med,high,3,2,big,high,unacc,2.5125624199258567
1008,med,high,3,4,small,low,unacc,1.5598082769937096
1009,med,high,3,4,small,med,unacc,2.5939547112733665
1010,med,high,3,4,small,high,acc,1.7281074537592183
1011,med,high,3,4,med,low,unacc,3.3383235050396602
1012,med,high,3,4,med,med,unacc,1.8333930626378345
1013,med,high,3,4,med,high,acc,2.8663526288607235
1014,med,high,3,4,big,low,unacc,3.8894560276101537
1015,med,high,3,4,big,med,acc,0.9505331472627443
1016,med,high,3,4,big,high,acc,3.9623934119892428
1017,med,high,3,more,small,low,unacc,2.5184635543584575
1018,med,high,3,more,small,med,unacc,0.5451350475696191
1019,med,high,3,more,small,high,acc,3.437489947130856
1020,med,high,3,more,med,low,unacc,0.07595444880197189
1021,med,high,3,more,med,med,acc,0.9413295197137992
1022,med,high,3,more,med,high,acc,2.0961704546680164
1023,med,high,3,more,big,low,unacc,0.118561370420601
1024,med,high,3,more,big,med,acc,2.3752238156339915
1025,med,high,3,more,big,high,acc,2.7055629224094
1026,med,high,4,2,small,low,unacc,3.8793974144674017
1027,med,high,4,2,small,med,unacc,1.0550539358422837
1028,med,high,4,2,small,high,unacc,3.399374775471521
1029,med,high,4,2,med,low,unacc,3.497961483987768
1030,med,high,4,2,med,med,unacc,1.2153118419368774
1031,med,high,4,2,med,high,unacc,3.3329382158689635
1032,med,high,4,2,big,low,unacc,3.254406479681132
1033,med,high,4,2,big,med,unacc,0.837042998025133
1034,med,high,4,2,big,high,unacc,1.627833594088862
1035,med,high,4,4,small,low,unacc,1.5041731371080762
1036,med,high,4,4,small,med,unacc,3.64677391917667
1037,med,high,4,4,small,high,acc,2.569665792413316
1038,med,high,4,4,med,low,unacc,2.5506308075444872
1039,med,high,4,4,med,med,acc,0.010308850009433712
1040,med,high,4,4,med,high,acc,3.7456058726806627
1041,med,high,4,4,big,low,unacc,3.5703794664282587
1042,med,high,4,4,big,med,acc,0.9780791462934357
1043,med,high,4,4,big,high,acc,0.1309893692062003
1044,med,high,4,more,small,low,unacc,1.7286087927304608
1045,med,high,4,more,small,med,unacc,2.052066561004484
1046,med,high,4,more,small,high,acc,2.0431691644480328
1047,med,high,4,more,med,low,unacc,3.0172786547906822
1048,med,high,4,more,med,med,acc,3.1356435523761976
1049,med,high,4,more,med,high,acc,2.7411552276774143
1050,med,high,4,more,big,low,unacc,1.5731488067332542
1051,med,high,4,more,big,med,acc,1.1687390654239689
1052,med,high,4,more,big,high,acc,3.1037054982016694
1053,med,high,5more,2,small,low,unacc,1.4941163957091295
1054,med,high,5more,2,small,med,unacc,1.5927441916121485
1055,med,high,5more,2,small,high,unacc,3.864103724725642
1056,med,high,5more,2,med,low,unacc,3.320406144297209
1057,med,high,5more,2,med,med,unacc,3.315793566880201
1058,med,high,5more,2,med,high,unacc,2.3084885379827553
1059,med,high,5more,2,big,low,unacc,1.3822442597870714
1060,med,high,5more,2,big,med,unacc,2.1008961940896724
1061,med,high,5more,2,big,high,unacc,1.2842597466160823
1062,med,high,5more,4,small,low,unacc,0.8814558692719499
1063,med,high,5more,4,small,med,unacc,1.0716923146341832
1064,med,high,5more,4,small,high,acc,3.799735628846427
1065,med,high,5more,4,med,low,unacc,3.8682512862017786
1066,med,high,5more,4,med,med,acc,3.6492602640066374
1067,med,high,5more,4,med,high,acc,2.3793691898361558
1068,med,high,5more,4,big,low,unacc,3.633346240740614
1069,med,high,5more,4,big,med,acc,1.639325810186473
1070,med,high,5more,4,big,high,acc,1.885091053525699
1071,med,high,5more,more,small,low,unacc,1.7987554457478643
1072,med,high,5more,more,small,med,unacc,3.0160182799852926
1073,med,high,5more,more,small,high,acc,3.659140131325847
1074,med,high,5more,more,med,low,unacc,1.6580526560351152
1075,med,high,5more,more,med,med,acc,1.5019290136084673
1076,med,high,5more,more,med,high,acc,2.324028669696179
1077,med,high,5more,more,big,low,unacc,1.9443347461859308
1078,med,high,5more,more,big,med,acc,1.7293024373776333
1079,med,high,5more,more,big,high,acc,2.4915085795580634
1080,med,med,2,2,small,low,unacc,0.18160449427093006
1081,med,med,2,2,small,med,unacc,1.3945826341126835
1082,med,med,2,2,small,high,unacc,1.3972400872746529
1083,med,med,2,2,med,low,unacc,0.864686364216039
1084,med,med,2,2,med,med,unacc,2.629216505371906
1085,med,med,2,2,med,high,unacc,1.7847508081351116
1086,med,med,2,2,big,low,unacc,0.5036476083517538
1087,med,med,2,2,big,med,unacc,2.182372618667343
1088,med,med,2,2,big,high,unacc,1.426353063535561
1089,med,med,2,4,small,low,unacc,1.6093283304337378
1090,med,med,2,4,small,med,acc,1.0465884317011533
1091,med,med,2,4,small,high,acc,1.9997829036027435
1092,med,med,2,4,med,low,unacc,0.7333294796801515
1093,med,med,2,4,med,med,acc,0.6669778799956831
1094,med,med,2,4,med,high,acc,1.880099372113469
1095,med,med,2,4,big,low,unacc,3.4851367180287496
1096,med,med,2,4,big,med,acc,0.8581184803032422
1097,med,med,2,4,big,high,vgood,3.3121630828366113
1098,med,med,2,more,small,low,unacc,1.3290354708106649
1099,med,med,2,more,small,med,unacc,0.022820307835916598
1100,med,med,2,more,small,high,unacc,0.4700098082953357
1101,med,med,2,more,med,low,unacc,1.9826470004389627
1102,med,med,2,more,med,med,acc,2.9294536294547786
1103,med,med,2,more,med,high,acc,0.2177474537300057
1104,med,med,2,more,big,low,unacc,1.5166342950673166
1105,med,med,2,more,big,med,acc,3.2393095364968554
1106,med,med,2,more,big,high,vgood,2.3329479906948287
1107,med,med,3,2,small,low,unacc,3.1709473088050304
1108,med,med,3,2,small,med,unacc,2.2039533899363546
1109,med,med,3,2,small,high,unacc,3.063562031054159
1110,med,med,3,2,med,low,unacc,0.09481365858683777
1111,med,med,3,2,med,med,unacc,3.9051540839593826
1112,med,med,3,2,med,high,unacc,1.2949358433455012
1113,med,med,3,2,big,low,unacc,0.7868873671469543
1114,med,med,3,2,big,med,unacc,1.936205823246902
1115,med,med,3,2,big,high,unacc,1.958654853554366
1116,med,med,3,4,small,low,unacc,2.749076960553443
1117,med,med,3,4,small,med,acc,3.176557899346741
1118,med,med,3,4,small,high,acc,3.467554197670064
1119,med,med,3,4,med,low,unacc,1.989508380194824
1120,med,med,3,4,med,med,acc,3.6757301102272697
1121,med,med,3,4,med,high,acc,2.183405647239674
1122,med,med,3,4,big,low,unacc,0.7974047414190051
1123,med,med,3,4,big,med,acc,3.6405557978498684
1124,med,med,3,4,big,high,vgood,0.4057913526283907
1125,med,med,3,more,small,low,unacc,1.7872853921293461
1126,med,med,3,more,small,med,acc,3.643759616125298
1127,med,med,3,more,small,high,acc,3.569949039323528
1128,med,med,3,more,med,low,unacc,2.685209416899983
1129,med,med,3,more,med,med,acc,0.05005642062448068
1130,med,med,3,more,med,high,vgood,2.8254593233859358
1131,med,med,3,more,big,low,unacc,0.6856178055832025
1132,med,med,3,more,big,med,acc,2.2905848955872594
1133,med,med,3,more,big,high,vgood,3.4538735232025677
1134,med,med,4,2,small,low,unacc,0.6614819228132305
1135,med,med,4,2,small,med,unacc,1.9649404569302713
1136,med,med,4,2,small,high,unacc,0.3604349020406654
1137,med,med,4,2,med,low,unacc,1.3959069136409088
1138,med,med,4,2,med,med,unacc,2.41147431273166
1139,med,med,4,2,med,high,unacc,3.7828250669389374
1140,med,med,4,2,big,low,unacc,2.4963784232787702
1141,med,med,4,2,big,med,unacc,0.3699754860978879
1142,med,med,4,2,big,high,unacc,3.872073797819541
1143,med,med,4,4,small,low,unacc,1.2231662467979003
1144,med,med,4,4,small,med,acc,3.084430488379579
1145,med,med,4,4,small,high,acc,1.8148187861061538
1146,med,med,4,4,med,low,unacc,2.3510229889718492
1147,med,med,4,4,med,med,acc,1.9087597577236806
1148,med,med,4,4,med,high,vgood,2.110182777145726
1149,med,med,4,4,big,low,unacc,2.0828449957556496
1150,med,med,4,4,big,med,acc,3.8464308315146107
1151,med,med,4,4,big,high,vgood,0.576140548214902
1152,med,med,4,more,small,low,unacc,1.5630230582754194
1153,med,med,4,more,small,med,acc,1.0631635627199185
1154,med,med,4,more,small,high,acc,3.6402840510569434
1155,med,med,4,more,med,low,unacc,3.2397885685909222
1156,med,med,4,more,med,med,acc,3.921869041827834
1157,med,med,4,more,med,high,vgood,1.8198227945099936
1158,med,med,4,more,big,low,unacc,0.8890650696399809
1159,med,med,4,more,big,med,acc,3.6546928208297933
1160,med,med,4,more,big,high,vgood,1.3767164337044964
1161,med,med,5more,2,small,low,unacc,3.765897605429549
1162,med,med,5more,2,small,med,unacc,0.45614562967794603
1163,med,med,5more,2,small,high,unacc,2.1413298108357206
1164,med,med,5more,2,med,low,unacc,3.0866264755589854
1165,med,med,5more,2,med,med,unacc,2.3904934714694503
1166,med,med,5more,2,med,high,unacc,0.8905521624412369
1167,med,med,5more,2,big,low,unacc,2.1827286593953286
1168,med,med,5more,2,big,med,unacc,3.4987890535570227
1169,med,med,5more,2,big,high,unacc,1.7913677066661249
1170,med,med,5more,4,small,low,unacc,0.8881257779169789
1171,med,med,5more,4,small,med,acc,3.3361342322334226
1172,med,med,5more,4,small,high,acc,3.4361461389787595
1173,med,med,5more,4,med,low,unacc,0.4245557689924069
1174,med,med,5more,4,med,med,acc,0.26989897138955987
1175,med,med,5more,4,med,high,vgood,3.437401787434114
1176,med,med,5more,4,big,low,unacc,2.810364016210718
1177,med,med,5more,4,big,med,acc,2.4404847250666015
1178,med,med,5more,4,big,high,vgood,0.9848813647802346
1179,med,med,5more,more,small,low,unacc,2.4258525852989488
1180,med,med,5more,more,small,med,acc,3.7491858282509436
1181,med,med,5more,more,small,high,acc,3.936940348711415
1182,med,med,5more,more,med,low,unacc,1.7945027834730456
1183,med,med,5more,more,med,med,acc,2.8270122183048207
1184,med,med,5more,more,med,high,vgood,2.6793517383503787
1185,med,med,5more,more,big,low,unacc,0.8301664153700314
1186,med,med,5more,more,big,med,acc,3.038310753715187
1187,med,med,5more,more,big,high,vgood,1.998787446218055
1188,med,low,2,2,small,low,unacc,2.419919440357421
1189,med,low,2,2,small,med,unacc,3.0622660583259176
1190,med,low,2,2,small,high,unacc,2.7726597613699093
1191,med,low,2,2,med,low,unacc,1.9380937735091672
1192,med,low,2,2,med,med,unacc,0.017149340075887753
1193,med,low,2,2,med,high,unacc,1.9032455601116234
1194,med,low,2,2,big,low,unacc,2.87559006976373
1195,med,low,2,2,big,med,unacc,2.325141121095689
1196,med,low,2,2,big,high,unacc,3.729800573666227
1197,med,low,2,4,small,low,unacc,2.3741800394475083
1198,med,low,2,4,small,med,acc,3.8123559756205445
1199,med,low,2,4,small,high,good,2.3814892890933357
1200,med,low,2,4,med,low,unacc,1.0322525633567414
1201,med,low,2,4,med,med,acc,3.094412529483958
1202,med,low,2,4,med,high,good,3.2190200608603092
1203,med,low,2,4,big,low,unacc,1.5687850168098878
1204,med,low,2,4,big,med,good,2.210999565071783
1205,med,low,2,4,big,high,vgood,2.8925738148891207
1206,med,low,2,more,small,low,unacc,1.0290654843390197
1207,med,low,2,more,small,med,unacc,1.7063348535784622
1208,med,low,2,more,small,high,unacc,3.5091628045469734
1209,med,low,2,more,med,low,unacc,2.5101965791969905
1210,med,low,2,more,med,med,acc,0.09884058595551748
1211,med,low,2,more,med,high,good,0.29378411501044477
1212,med,low,2,more,big,low,unacc,0.3991220320055726
1213,med,low,2,more,big,med,good,3.749486751024253
1214,med,low,2,more,big,high,vgood,3.4301329126293205
1215,med,low,3,2,small,low,unacc,0.40711958302057694
1216,med,low,3,2,small,med,unacc,1.809447636758775
1217,med,low,3,2,small,high,unacc,2.3381099325480896
1218,med,low,3,2,med,low,unacc,1.1563911510635867
1219,med,low,3,2,med,med,unacc,1.7990554741722948
1220,med,low,3,2,med,high,unacc,3.8761028833197533
1221,med,low,3,2,big,low,unacc,0.0333001652108047
1222,med,low,3,2,big,med,unacc,0.9069421506330175
1223,med,low,3,2,big,high,unacc,2.3842965010979684
1224,med,low,3,4,small,low,unacc,3.6458342526724565
1225,med,low,3,4,small,med,acc,3.9202945309732296
1226,med,low,3,4,small,high,good,0.9067893334552517
1227,med,low,3,4,med,low,unacc,2.2697513189485488
1228,med,low,3,4,med,med,acc,2.948124196034816
1229,med,low,3,4,med,high,good,3.821960419868398
1230,med,low,3,4,big,low,unacc,1.6686070817077616
1231,med,low,3,4,big,med,good,2.5958116096755632
1232,med,low,3,4,big,high,vgood,0.1430565266652799
1233,med,low,3,more,small,low,unacc,0.16154465884556846
1234,med,low,3,more,small,med,acc,2.1070474766543685
1235,med,low,3,more,small,high,good,1.8157843495099115
1236,med,low,3,more,med,low,unacc,2.153018864345365
1237,med,low,3,more,med,med,good,0.7770205311577443
1238,med,low,3,more,med,high,vgood,1.5926728490117465
1239,med,low,3,more,big,low,unacc,1.212315671007699
1240,med,low,3,more,big,med,good,1.3330164281049162
1241,med,low,3,more,big,high,vgood,0.9987344498251982
1242,med,low,4,2,small,low,unacc,2.879161783950522
1243,med,low,4,2,small,med,unacc,3.670081301508217
1244,med,low,4,2,small,high,unacc,3.6677978320990507
1245,med,low,4,2,med,low,unacc,1.8247357188133924
1246,med,low,4,2,med,med,unacc,3.215626314981778
1247,med,low,4,2,med,high,unacc,1.7157119760058315
1248,med,low,4,2,big,low,unacc,3.2978105718302304
1249,med,low,4,2,big,med,unacc,2.293150533540259
1250,med,low,4,2,big,high,unacc,0.38249856282353356
1251,med,low,4,4,small,low,unacc,0.7661061710581047
1252,med,low,4,4,small,med,acc,0.7393345865310113
1253,med,low,4,4,small,high,good,2.3833840312751153
1254,med,low,4,4,med,low,unacc,2.271131457648333
1255,med,low,4,4,med,med,good,0.5502019584741711
1256,med,low,4,4,med,high,vgood,0.2892155745678666
1257,med,low,4,4,big,low,unacc,2.5845626265653086
1258,med,low,4,4,big,med,good,0.19204197533482992
1259,med,low,4,4,big,high,vgood,2.3300476161382457
1260,med,low,4,more,small,low,unacc,2.752144659269368
1261,med,low,4,more,small,med,acc,1.1409398675763613
1262,med,low,4,more,small,high,good,3.7572125537703367
1263,med,low,4,more,med,low,unacc,0.148267815875883
1264,med,low,4,more,med,med,good,3.61615423758726
1265,med,low,4,more,med,high,vgood,3.5297806549276762
1266,med,low,4,more,big,low,unacc,2.0632495453837714
1267,med,low,4,more,big,med,good,0.12436314229229595
1268,med,low,4,more,big,high,vgood,0.37201614613762723
1269,med,low,5more,2,small,low,unacc,0.11743517864578745
1270,med,low,5more,2,small,med,unacc,3.811534655158718
1271,med,low,5more,2,small,high,unacc,1.8051574671625565
1272,med,low,5more,2,med,low,unacc,1.9581729502824299
1273,med,low,5more,2,med,med,unacc,0.16117070359810937
1274,med,low,5more,2,med,high,unacc,1.2688075289867795
1275,med,low,5more,2,big,low,unacc,1.3603694280058085
1276,med,low,5more,2,big,med,unacc,1.2812149256092171
1277,med,low,5more,2,big,high,unacc,1.3162783739271293
1278,med,low,5more,4,small,low,unacc,0.6885975432193412
1279,med,low,5more,4,small,med,acc,3.3660409989423785
1280,med,low,5more,4,small,high,good,0.805267151096142
1281,med,low,5more,4,med,low,unacc,1.5002379357735993
1282,med,low,5more,4,med,med,good,0.6892648000650343
1283,med,low,5more,4,med,high,vgood,1.2384540321096487
1284,med,low,5more,4,big,low,unacc,3.9607810837503226
1285,med,low,5more,4,big,med,good,1.2366315497699265
1286,med,low,5more,4,big,high,vgood,2.3433563949627985
1287,med,low,5more,more,small,low,unacc,1.075219639426718
1288,med,low,5more,more,small,med,acc,1.3518767015662663
1289,med,low,5more,more,small,high,good,0.379402862684016
1290,med,low,5more,more,med,low,unacc,0.5915237026378857
1291,med,low,5more,more,med,med,good,2.5393261025733747
1292,med,low,5more,more,med,high,vgood,2.88442104641663
1293,med,low,5more,more,big,low,unacc,3.639953170250785
1294,med,low,5more,more,big,med,good,3.0214372937285834
1295,med,low,5more,more,big,high,vgood,3.602504619213189
1296,low,vhigh,2,2,small,low,unacc,2.306401667192951
1297,low,vhigh,2,2,small,med,unacc,0.8253570593424762
1298,low,vhigh,2,2,small,high,unacc,2.0750520108366786
1299,low,vhigh,2,2,med,low,unacc,0.3779609418200378
1300,low,vhigh,2,2,med,med,unacc,3.5643716533970418
1301,low,vhigh,2,2,med,high,unacc,0.7273419949551276
1302,low,vhigh,2,2,big,low,unacc,1.0572878090538498
1303,low,vhigh,2,2,big,med,unacc,2.922713915783096
1304,low,vhigh,2,2,big,high,unacc,1.9656817556607789
1305,low,vhigh,2,4,small,low,unacc,3.6693631615440476
1306,low,vhigh,2,4,small,med,unacc,1.0021317659312605
1307,low,vhigh,2,4,small,high,acc,0.8867672206269366
1308,low,vhigh,2,4,med,low,unacc,3.663336534776512
1309,low,vhigh,2,4,med,med,unacc,0.019409797548564978
1310,low,vhigh,2,4,med,high,acc,0.051697659971815746
1311,low,vhigh,2,4,big,low,unacc,1.3545059171597438
1312,low,vhigh,2,4,big,med,acc,2.8585407626744486
1313,low,vhigh,2,4,big,high,acc,2.5530075705874853
1314,low,vhigh,2,more,small,low,unacc,3.517975407924896
1315,low,vhigh,2,more,small,med,unacc,0.02250732535536404
1316,low,vhigh,2,more,small,high,unacc,3.662281614448222
1317,low,vhigh,2,more,med,low,unacc,1.5229677253711467
1318,low,vhigh,2,more,med,med,unacc,1.247945054333362
1319,low,vhigh,2,more,med,high,acc,3.5341729783285594
1320,low,vhigh,2,more,big,low,unacc,0.09789260455121829
1321,low,vhigh,2,more,big,med,acc,3.8272506732832725
1322,low,vhigh,2,more,big,high,acc,2.044470083093206
1323,low,vhigh,3,2,small,low,unacc,2.7582856912705536
1324,low,vhigh,3,2,small,med,unacc,1.557483455492751
1325,low,vhigh,3,2,small,high,unacc,0.28606938713151475
1326,low,vhigh,3,2,med,low,unacc,2.0466186436283875
1327,low,vhigh,3,2,med,med,unacc,2.1190309292993197
1328,low,vhigh,3,2,med,high,unacc,1.4390858095153778
1329,low,vhigh,3,2,big,low,unacc,0.22674008500630194
1330,low,vhigh,3,2,big,med,unacc,2.7465399405277635
1331,low,vhigh,3,2,big,high,unacc,0.7634972809627274
1332,low,vhigh,3,4,small,low,unacc,1.3395358244972306
1333,low,vhigh,3,4,small,med,unacc,3.684005527301114
1334,low,vhigh,3,4,small,high,acc,1.8586256441055107
1335,low,vhigh,3,4,med,low,unacc,3.578806104297824
1336,low,vhigh,3,4,med,med,unacc,1.4306425793544375
1337,low,vhigh,3,4,med,high,acc,0.45997901152017917
1338,low,vhigh,3,4,big,low,unacc,0.5984334019485189
1339,low,vhigh,3,4,big,med,acc,2.517665747790066
1340,low,vhigh,3,4,big,high,acc,3.9118141200196304
1341,low,vhigh,3,more,small,low,unacc,2.29741983917614
1342,low,vhigh,3,more,small,med,unacc,3.7502455711678926
1343,low,vhigh,3,more,small,high,acc,2.4147042212946084
1344,low,vhigh,3,more,med,low,unacc,1.1280632450681312
1345,low,vhigh,3,more,med,med,acc,1.3930247875701531
1346,low,vhigh,3,more,med,high,acc,0.5778106202720199
1347,low,vhigh,3,more,big,low,unacc,0.49539280358095494
1348,low,vhigh,3,more,big,med,acc,0.28166941701173354
1349,low,vhigh,3,more,big,high,acc,1.038530108605411
1350,low,vhigh,4,2,small,low,unacc,2.3095724547251417
1351,low,vhigh,4,2,small,med,unacc,0.737041694803112
1352,low,vhigh,4,2,small,high,unacc,3.834818238363123
1353,low,vhigh,4,2,med,low,unacc,2.8290766768111784
1354,low,vhigh,4,2,med,med,unacc,3.0413110396775003
1355,low,vhigh,4,2,med,high,unacc,2.7112121767005988
1356,low,vhigh,4,2,big,low,unacc,3.4698244767510675
1357,low,vhigh,4,2,big,med,unacc,2.9915994215759047
1358,low,vhigh,4,2,big,high,unacc,0.41109558394531653
1359,low,vhigh,4,4,small,low,unacc,3.979866826732212
1360,low,vhigh,4,4,small,med,unacc,2.4753285992610525
1361,low,vhigh,4,4,small,high,acc,0.5212051594571911
1362,low,vhigh,4,4,med,low,unacc,0.8782497369745612
1363,low,vhigh,4,4,med,med,acc,2.5668225424991875
1364,low,vhigh,4,4,med,high,acc,1.278566534114597
1365,low,vhigh,4,4,big,low,unacc,3.8213907090882175
1366,low,vhigh,4,4,big,med,acc,3.207064347798772
1367,low,vhigh,4,4,big,high,acc,1.1639054405456992
1368,low,vhigh,4,more,small,low,unacc,0.25057791081063563
1369,low,vhigh,4,more,small,med,unacc,1.8865787179155196
1370,low,vhigh,4,more,small,high,acc,1.6112031044354724
1371,low,vhigh,4,more,med,low,unacc,0.13158718386249646
1372,low,vhigh,4,more,med,med,acc,0.716643281747305
1373,low,vhigh,4,more,med,high,acc,0.41921524203492044
1374,low,vhigh,4,more,big,low,unacc,3.726503621491989
1375,low,vhigh,4,more,big,med,acc,3.5597712555251193
1376,low,vhigh,4,more,big,high,acc,1.6422904101116882
1377,low,vhigh,5more,2,small,low,unacc,3.766567816386365
1378,low,vhigh,5more,2,small,med,unacc,1.9008924207694422
1379,low,vhigh,5more,2,small,high,unacc,0.5385635838902889
1380,low,vhigh,5more,2,med,low,unacc,0.840797210054514
1381,low,vhigh,5more,2,med,med,unacc,1.563600908554434
1382,low,vhigh,5more,2,med,high,unacc,1.3025256421639124
1383,low,vhigh,5more,2,big,low,unacc,3.704563774320162
1384,low,vhigh,5more,2,big,med,unacc,3.5271865436953322
1385,low,vhigh,5more,2,big,high,unacc,3.9940389609813
1386,low,vhigh,5more,4,small,low,unacc,1.196932914792673
1387,low,vhigh,5more,4,small,med,unacc,0.6705727046915451
1388,low,vhigh,5more,4,small,high,acc,2.6372816231808898
1389,low,vhigh,5more,4,med,low,unacc,2.08646633658024
1390,low,vhigh,5more,4,med,med,acc,1.7307149940516768
1391,low,vhigh,5more,4,med,high,acc,2.8264823746236742
1392,low,vhigh,5more,4,big,low,unacc,3.447017877715489
1393,low,vhigh,5more,4,big,med,acc,3.520559435374811
1394,low,vhigh,5more,4,big,high,acc,1.0859562679030912
1395,low,vhigh,5more,more,small,low,unacc,2.255239500544012
1396,low,vhigh,5more,more,small,med,unacc,2.8031656699236214
1397,low,vhigh,5more,more,small,high,acc,0.8971959092924164
1398,low,vhigh,5more,more,med,low,unacc,0.8790997632007964
1399,low,vhigh,5more,more,med,med,acc,1.079995443161414
1400,low,vhigh,5more,more,med,high,acc,3.5469626213137477
1401,low,vhigh,5more,more,big,low,unacc,2.5120182512911273
1402,low,vhigh,5more,more,big,med,acc,1.3371074415650748
1403,low,vhigh,5more,more,big,high,acc,3.8543313410820335
1404,low,high,2,2,small,low,unacc,3.367352710482826
1405,low,high,2,2,small,med,unacc,3.0485131183838536
1406,low,high,2,2,small,high,unacc,0.41750138415514026
1407,low,high,2,2,med,low,unacc,3.926975634226113
1408,low,high,2,2,med,med,unacc,1.2264401997256007
1409,low,high,2,2,med,high,unacc,2.1809015471207904
1410,low,high,2,2,big,low,unacc,1.1016917629495646
1411,low,high,2,2,big,med,unacc,3.0233030926926365
1412,low,high,2,2,big,high,unacc,3.7066918921782728
1413,low,high,2,4,small,low,unacc,1.7987149777032103
1414,low,high,2,4,small,med,acc,2.094049559097542
1415,low,high,2,4,small,high,acc,3.470462115628164
1416,low,high,2,4,med,low,unacc,0.4512535620699816
1417,low,high,2,4,med,med,acc,3.6280109915214553
1418,low,high,2,4,med,high,acc,2.159538207731319
1419,low,high,2,4,big,low,unacc,2.701719292693538
1420,low,high,2,4,big,med,acc,3.178084577938971
1421,low,high,2,4,big,high,vgood,0.7674018274245658
1422,low,high,2,more,small,low,unacc,3.0324909982567587
1423,low,high,2,more,small,med,unacc,3.53184457742654
1424,low,high,2,more,small,high,unacc,3.0102132252763987
1425,low,high,2,more,med,low,unacc,0.9044514992481796
1426,low,high,2,more,med,med,acc,0.5367319331993592
1427,low,high,2,more,med,high,acc,1.0653496463221752
1428,low,high,2,more,big,low,unacc,0.2392580999558236
1429,low,high,2,more,big,med,acc,3.161405590075331
1430,low,high,2,more,big,high,vgood,2.0028595279754873
1431,low,high,3,2,small,low,unacc,3.3779622043719537
1432,low,high,3,2,small,med,unacc,2.497147561749331
1433,low,high,3,2,small,high,unacc,1.9897989246109935
1434,low,high,3,2,med,low,unacc,0.310368597804632
1435,low,high,3,2,med,med,unacc,2.6448318369746326
1436,low,high,3,2,med,high,unacc,0.13373443791921158
1437,low,high,3,2,big,low,unacc,2.229516872239317
1438,low,high,3,2,big,med,unacc,2.054520669195072
1439,low,high,3,2,big,high,unacc,1.0767290773596288
1440,low,high,3,4,small,low,unacc,2.1877664146119957
1441,low,high,3,4,small,med,acc,1.7710682965003195
1442,low,high,3,4,small,high,acc,2.6673150827013323
1443,low,high,3,4,med,low,unacc,3.6557329459844756
1444,low,high,3,4,med,med,acc,3.019944305582256
1445,low,high,3,4,med,high,acc,1.4443022019136365
1446,low,high,3,4,big,low,unacc,0.5841466827130914
1447,low,high,3,4,big,med,acc,2.600671287591464
1448,low,high,3,4,big,high,vgood,3.805344755636197
1449,low,high,3,more,small,low,unacc,3.6105794631455352
1450,low,high,3,more,small,med,acc,0.07378214201088928
1451,low,high,3,more,small,high,acc,0.23317268399632862
1452,low,high,3,more,med,low,unacc,1.0201752608162398
1453,low,high,3,more,med,med,acc,1.5030999573816946
1454,low,high,3,more,med,high,vgood,2.470039840306147
